id,y
1159,0
1160,2
1161,0
1162,0
1163,0
1164,2
1165,2
1166,2
1167,0
1168,0
1169,0
1170,0
1171,2
1172,0
1173,2
1174,2
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,0
1183,0
1184,0
1185,1
1186,0
1187,0
1188,3
1189,2
1190,0
1191,0
1192,2
1193,2
1194,0
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,2
1211,0
1212,2
1213,0
1214,2
1215,0
1216,0
1217,0
1218,2
1219,0
1220,0
1221,2
1222,0
1223,2
1224,2
1225,0
1226,0
1227,1
1228,3
1229,0
1230,0
1231,2
1232,0
1233,2
1234,0
1235,1
1236,2
1237,2
1238,0
1239,0
1240,0
1241,0
1242,0
1243,2
1244,2
1245,0
1246,0
1247,2
1248,0
1249,0
1250,0
1251,0
1252,2
1253,0
1254,1
1255,0
1256,0
1257,0
1258,2
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,2
1267,0
1268,0
1269,2
1270,0
1271,2
1272,0
1273,2
1274,2
1275,2
1276,0
1277,2
1278,0
1279,0
1280,2
1281,0
1282,2
1283,2
1284,0
1285,0
1286,0
1287,0
1288,0
1289,2
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,2
1297,0
1298,0
1299,2
1300,0
1301,2
1302,0
1303,0
1304,0
1305,0
1306,0
1307,2
1308,2
1309,0
1310,0
1311,0
1312,0
1313,2
1314,0
1315,0
1316,1
1317,0
1318,0
1319,2
1320,0
1321,0
1322,0
1323,2
1324,0
1325,2
1326,0
1327,2
1328,2
1329,0
1330,0
1331,2
1332,0
1333,0
1334,0
1335,3
1336,0
1337,2
1338,2
1339,2
1340,0
1341,0
1342,0
1343,0
1344,0
1345,1
1346,0
1347,0
1348,2
1349,2
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,2
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,0
1374,0
1375,0
1376,0
1377,3
1378,0
1379,0
1380,0
1381,0
1382,2
1383,0
1384,0
1385,2
1386,0
1387,0
1388,0
1389,0
1390,2
1391,2
1392,0
1393,0
1394,0
1395,0
1396,0
1397,2
1398,0
1399,0
1400,2
1401,0
1402,1
1403,2
1404,0
1405,0
1406,0
1407,0
1408,2
1409,0
1410,2
1411,0
1412,2
1413,0
1414,0
1415,0
1416,0
1417,0
1418,2
1419,0
1420,0
1421,0
1422,2
1423,0
1424,2
1425,0
1426,2
1427,2
1428,0
1429,0
1430,2
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,2
1440,2
1441,0
1442,0
1443,2
1444,0
1445,0
1446,0
1447,2
1448,0
1449,0
1450,1
1451,3
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,2
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,2
1479,2
1480,2
1481,0
1482,3
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,2
1492,0
1493,0
1494,0
1495,2
1496,0
1497,0
1498,0
1499,2
1500,2
1501,0
1502,2
1503,2
1504,2
1505,2
1506,2
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,2
1517,0
1518,0
1519,2
1520,0
1521,0
1522,2
1523,2
1524,2
1525,0
1526,0
1527,0
1528,2
1529,2
1530,0
1531,2
1532,0
1533,2
1534,0
1535,0
1536,0
1537,0
1538,1
1539,2
1540,2
1541,2
1542,0
1543,0
1544,2
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,2
1552,0
1553,0
1554,0
1555,0
1556,3
1557,0
1558,3
1559,0
1560,2
1561,1
1562,2
1563,2
1564,2
1565,0
1566,0
1567,2
1568,0
1569,0
1570,2
1571,0
1572,0
1573,0
1574,2
1575,2
1576,0
1577,0
1578,0
1579,0
1580,0
1581,2
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,2
1591,0
1592,2
1593,0
1594,0
1595,0
1596,2
1597,1
1598,0
1599,2
1600,3
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,1
1609,2
1610,0
1611,0
1612,0
1613,2
1614,0
1615,0
1616,2
1617,0
1618,1
1619,2
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,2
1627,2
1628,2
1629,0
1630,0
1631,0
1632,0
1633,3
1634,0
1635,0
1636,2
1637,0
1638,3
1639,0
1640,0
1641,0
1642,0
1643,2
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,2
1651,0
1652,0
1653,0
1654,2
1655,2
1656,0
1657,2
1658,0
1659,0
1660,0
1661,2
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,2
1670,2
1671,0
1672,0
1673,0
1674,0
1675,0
1676,2
1677,0
1678,0
1679,0
1680,0
1681,2
1682,0
1683,0
1684,1
1685,0
1686,0
1687,2
1688,2
1689,0
1690,0
1691,0
1692,2
1693,2
1694,2
1695,2
1696,0
1697,2
1698,0
1699,2
1700,2
1701,0
1702,0
1703,0
1704,1
1705,0
1706,2
1707,0
1708,0
1709,2
1710,0
1711,0
1712,0
1713,2
1714,2
1715,0
1716,0
1717,2
1718,0
1719,0
1720,2
1721,0
1722,0
1723,2
1724,0
1725,2
1726,0
1727,0
1728,0
1729,2
1730,0
1731,2
1732,0
1733,1
1734,0
1735,0
1736,2
1737,1
1738,0
1739,1
1740,2
1741,0
1742,2
1743,0
1744,0
1745,0
1746,2
1747,2
1748,0
1749,0
1750,0
1751,2
1752,0
1753,0
1754,0
1755,2
1756,2
1757,0
1758,1
1759,0
1760,0
1761,0
1762,0
1763,2
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,2
1778,0
1779,0
1780,0
1781,0
1782,0
1783,2
1784,2
1785,0
1786,1
1787,2
1788,2
1789,0
1790,0
1791,2
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,2
1803,0
1804,0
1805,2
1806,2
1807,2
1808,0
1809,0
1810,0
1811,2
1812,0
1813,2
1814,0
1815,2
1816,0
1817,1
1818,0
1819,0
1820,0
1821,2
1822,0
1823,3
1824,2
1825,2
1826,0
1827,2
1828,0
1829,0
1830,2
1831,0
1832,0
1833,0
1834,0
1835,0
1836,1
1837,0
1838,0
1839,2
1840,0
1841,0
1842,2
1843,2
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,2
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,2
1866,0
1867,2
1868,0
1869,0
1870,0
1871,2
1872,0
1873,0
1874,0
1875,0
1876,2
1877,0
1878,2
1879,1
1880,0
1881,2
1882,0
1883,2
1884,0
1885,0
1886,2
1887,0
1888,0
1889,0
1890,0
1891,0
1892,2
1893,0
1894,0
1895,1
1896,0
1897,2
1898,0
1899,2
1900,2
1901,2
1902,0
1903,1
1904,1
1905,0
1906,0
1907,2
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,3
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,2
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,2
1935,2
1936,0
1937,0
1938,0
1939,0
1940,0
1941,2
1942,0
1943,0
1944,0
1945,0
1946,0
1947,2
1948,2
1949,0
1950,2
1951,2
1952,0
1953,0
1954,0
1955,3
1956,2
1957,0
1958,0
1959,0
1960,2
1961,2
1962,0
1963,0
1964,0
1965,2
1966,0
1967,0
1968,0
1969,3
1970,0
1971,0
1972,2
1973,0
1974,0
1975,2
1976,2
1977,0
1978,2
1979,0
1980,2
1981,0
1982,0
1983,0
1984,0
1985,0
1986,2
1987,2
1988,0
1989,2
1990,1
1991,2
1992,0
1993,0
1994,0
1995,2
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,2
2016,0
2017,0
2018,0
2019,3
2020,0
2021,2
2022,0
2023,0
2024,0
2025,2
2026,2
2027,0
2028,0
2029,0
2030,0
2031,2
2032,2
2033,2
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,2
2043,0
2044,1
2045,2
2046,0
2047,0
2048,1
2049,2
2050,0
2051,2
2052,2
2053,0
2054,0
2055,2
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,2
2064,0
2065,0
2066,2
2067,0
2068,2
2069,0
2070,0
2071,0
2072,0
2073,0
2074,2
2075,0
2076,0
2077,0
2078,2
2079,0
2080,0
2081,2
2082,0
2083,0
2084,0
2085,2
2086,2
2087,2
2088,0
2089,2
2090,2
2091,1
2092,3
2093,0
2094,0
2095,2
2096,2
2097,1
2098,2
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,2
2111,2
2112,2
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,2
2120,0
2121,0
2122,0
2123,0
2124,2
2125,0
2126,0
2127,0
2128,0
2129,2
2130,0
2131,2
2132,2
2133,0
2134,0
2135,0
2136,2
2137,0
2138,0
2139,0
2140,2
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,2
2154,0
2155,2
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,2
2164,2
2165,1
2166,2
2167,0
2168,2
2169,0
2170,0
2171,2
2172,0
2173,1
2174,0
2175,0
2176,0
2177,2
2178,0
2179,2
2180,2
2181,0
2182,2
2183,2
2184,2
2185,0
2186,0
2187,0
2188,2
2189,0
2190,2
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,2
2200,0
2201,2
2202,0
2203,0
2204,0
2205,0
2206,0
2207,2
2208,1
2209,2
2210,0
2211,2
2212,0
2213,0
2214,0
2215,0
2216,2
2217,2
2218,0
2219,0
2220,0
2221,0
2222,0
2223,2
2224,0
2225,0
2226,2
2227,0
2228,0
2229,0
2230,0
2231,2
2232,0
2233,2
2234,0
2235,2
2236,0
2237,3
2238,0
2239,2
2240,0
2241,0
2242,2
2243,0
2244,0
2245,2
2246,2
2247,0
2248,0
2249,2
2250,0
2251,0
2252,0
2253,0
2254,2
2255,0
2256,0
2257,2
2258,0
2259,0
2260,0
2261,0
2262,2
2263,0
2264,2
2265,0
2266,2
2267,1
2268,0
2269,2
2270,0
2271,0
2272,0
2273,0
2274,0
2275,2
2276,0
2277,0
2278,0
2279,1
2280,2
2281,2
2282,2
2283,0
2284,2
2285,1
2286,2
2287,0
2288,0
2289,0
2290,0
2291,2
2292,0
2293,0
2294,0
2295,0
2296,2
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,0
2304,0
2305,0
2306,0
2307,0
2308,1
2309,2
2310,2
2311,2
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,2
2326,0
2327,0
2328,0
2329,0
2330,0
2331,2
2332,0
2333,0
2334,2
2335,0
2336,1
2337,2
2338,0
2339,2
2340,0
2341,0
2342,0
2343,0
2344,3
2345,0
2346,0
2347,2
2348,2
2349,0
2350,2
2351,0
2352,2
2353,0
2354,2
2355,0
2356,2
2357,2
2358,0
2359,2
2360,0
2361,2
2362,0
2363,0
2364,0
2365,2
2366,0
2367,0
2368,2
2369,2
2370,0
2371,0
2372,2
2373,0
2374,0
2375,0
2376,0
2377,0
2378,3
2379,1
2380,0
2381,3
2382,0
2383,0
2384,2
2385,0
2386,0
2387,2
2388,2
2389,2
2390,0
2391,0
2392,0
2393,2
2394,0
2395,0
2396,1
2397,1
2398,0
2399,0
2400,2
2401,0
2402,0
2403,2
2404,2
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,1
2417,2
2418,2
2419,0
2420,0
2421,2
2422,0
2423,0
2424,0
2425,0
2426,2
2427,0
2428,2
2429,0
2430,0
2431,0
2432,0
2433,2
2434,0
2435,0
2436,3
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,2
2446,2
2447,0
2448,0
2449,2
2450,0
2451,0
2452,2
2453,2
2454,2
2455,0
2456,0
2457,0
2458,0
2459,2
2460,0
2461,0
2462,0
2463,2
2464,0
2465,0
2466,2
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,2
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,3
2481,0
2482,0
2483,0
2484,0
2485,0
2486,1
2487,2
2488,0
2489,0
2490,2
2491,0
2492,1
2493,0
2494,0
2495,0
2496,0
2497,2
2498,2
2499,2
2500,1
2501,0
2502,2
2503,0
2504,0
2505,0
2506,0
2507,0
2508,3
2509,2
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,2
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,2
2529,0
2530,2
2531,0
2532,0
2533,0
2534,2
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,2
2545,0
2546,0
2547,0
2548,0
2549,0
2550,2
2551,2
2552,0
2553,2
2554,0
2555,0
2556,2
2557,0
2558,0
2559,2
2560,0
2561,0
2562,0
2563,0
2564,0
2565,2
2566,0
2567,0
2568,2
2569,2
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,2
2577,0
2578,2
2579,0
2580,0
2581,0
2582,0
2583,2
2584,0
2585,2
2586,0
2587,0
2588,0
2589,2
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,3
2600,0
2601,0
2602,0
2603,1
2604,2
2605,0
2606,0
2607,0
2608,1
2609,1
2610,0
2611,1
2612,0
2613,0
2614,2
2615,2
2616,3
2617,0
2618,0
2619,0
2620,0
2621,0
2622,2
2623,0
2624,0
2625,0
2626,2
2627,0
2628,0
2629,2
2630,0
2631,0
2632,0
2633,2
2634,0
2635,2
2636,2
2637,0
2638,0
2639,2
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
